skill,course_name,course_type,difficulty_level,duration,avg_rating,num_ratings,is_free,is_coursera_plus,partners,course_url
Infrastructure Architecture,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Data Infrastructure,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Artificial Neural Networks,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
IT Infrastructure,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Information Technology Operations,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Deep Learning,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Network Infrastructure,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Tensorflow,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Hardware Architecture,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Machine Learning,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
PyTorch (Machine Learning Library),AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Data Centers,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Computer Architecture,AI Infrastructure and Operations Fundamentals,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,4.607888631090487,431,false,true,NVIDIA,https://www.coursera.org/learn/ai-infrastructure-operations-fundamentals
Agile Software Development,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Cloud Computing Architecture,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Cloud Services,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Agile Methodology,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
DevOps,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Kanban Principles,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Cloud Security,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Cloud Infrastructure,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Cloud Platforms,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Cloud Hosting,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Cloud Engineering,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Cloud Solutions,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Cloud Computing,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Agile Project Management,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Cloud-Native Computing,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
User Story,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Sprint Retrospectives,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
CI/CD,"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Test Driven Development (TDD),"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Scrum (Software Development),"IBM DevOps, Cloud, and Agile Foundations",SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.713808007279343,13188,false,true,IBM,https://www.coursera.org/specializations/devops-cloud-and-agile-foundations
Web Applications,Elementor Mastery- Build Amazing Websites with Elementor,COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,,0,false,true,Packt,https://www.coursera.org/learn/packt-elementor-mastery-build-amazing-websites-with-elementor-hppe4
Generative AI,Elementor Mastery- Build Amazing Websites with Elementor,COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,,0,false,true,Packt,https://www.coursera.org/learn/packt-elementor-mastery-build-amazing-websites-with-elementor-hppe4
Django (Web Framework),Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Full-Stack Web Development,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Version Control,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Restful API,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Data Structures,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Unix Commands,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Bootstrap (Front-End Framework),Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Git (Version Control System),Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Back-End Web Development,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
GitHub,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Web Design and Development,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Relational Databases,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Front-End Web Development,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Object Oriented Programming (OOP),Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Database Management Systems,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
SQL,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Database Design,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Python Programming,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Computer Programming,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Cloud Hosting,Meta Back-End Developer,PROFESSIONAL_CERTIFICATE,BEGINNER,THREE_TO_SIX_MONTHS,4.630558144351246,9657,false,true,Meta,https://www.coursera.org/professional-certificates/meta-back-end-developer
Digital Transformation,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Business Strategy,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Cloud Computing Architecture,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Competitive Analysis,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Cloud Services,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Business Transformation,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Responsible AI,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Cloud Security,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Cloud Infrastructure,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Big Data,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Cloud Platforms,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Data Analysis,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Cloud Hosting,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Statistical Analysis,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Cloud Engineering,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Cloud Solutions,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Cloud Computing,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Cloud Development,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Generative AI,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Data Science,IBM & Darden Digital Strategy,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.711422760093562,49165,false,true,University of Virginia Darden School Foundation,https://www.coursera.org/specializations/digital-strategy
Photography,The Art of Landscape Photography for Beginners,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,Skillshare,https://www.coursera.org/learn/the-art-of-landscape-photography-for-beginners
Storytelling,The Art of Landscape Photography for Beginners,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,Skillshare,https://www.coursera.org/learn/the-art-of-landscape-photography-for-beginners
Photo/Video Production and Technology,The Art of Landscape Photography for Beginners,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,Skillshare,https://www.coursera.org/learn/the-art-of-landscape-photography-for-beginners
Design Elements And Principles,The Art of Landscape Photography for Beginners,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,Skillshare,https://www.coursera.org/learn/the-art-of-landscape-photography-for-beginners
Image Quality,The Art of Landscape Photography for Beginners,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,Skillshare,https://www.coursera.org/learn/the-art-of-landscape-photography-for-beginners
Creativity,The Art of Landscape Photography for Beginners,COURSE,BEGINNER,ONE_TO_FOUR_WEEKS,,0,false,true,Skillshare,https://www.coursera.org/learn/the-art-of-landscape-photography-for-beginners
Control Panels,"cPanel Basics: Configure, Manage & Optimize",COURSE,MIXED,ONE_TO_FOUR_WEEKS,,0,false,true,EDUCBA,https://www.coursera.org/learn/cpanel-basics-configure-manage-optimize
Cloud Hosting,"cPanel Basics: Configure, Manage & Optimize",COURSE,MIXED,ONE_TO_FOUR_WEEKS,,0,false,true,EDUCBA,https://www.coursera.org/learn/cpanel-basics-configure-manage-optimize
User Accounts,"cPanel Basics: Configure, Manage & Optimize",COURSE,MIXED,ONE_TO_FOUR_WEEKS,,0,false,true,EDUCBA,https://www.coursera.org/learn/cpanel-basics-configure-manage-optimize
File Management,"cPanel Basics: Configure, Manage & Optimize",COURSE,MIXED,ONE_TO_FOUR_WEEKS,,0,false,true,EDUCBA,https://www.coursera.org/learn/cpanel-basics-configure-manage-optimize
System Configuration,"cPanel Basics: Configure, Manage & Optimize",COURSE,MIXED,ONE_TO_FOUR_WEEKS,,0,false,true,EDUCBA,https://www.coursera.org/learn/cpanel-basics-configure-manage-optimize
Web Servers,"cPanel Basics: Configure, Manage & Optimize",COURSE,MIXED,ONE_TO_FOUR_WEEKS,,0,false,true,EDUCBA,https://www.coursera.org/learn/cpanel-basics-configure-manage-optimize
Servers,"cPanel Basics: Configure, Manage & Optimize",COURSE,MIXED,ONE_TO_FOUR_WEEKS,,0,false,true,EDUCBA,https://www.coursera.org/learn/cpanel-basics-configure-manage-optimize
Content Management,"cPanel Basics: Configure, Manage & Optimize",COURSE,MIXED,ONE_TO_FOUR_WEEKS,,0,false,true,EDUCBA,https://www.coursera.org/learn/cpanel-basics-configure-manage-optimize
User Interface (UI),"cPanel Basics: Configure, Manage & Optimize",COURSE,MIXED,ONE_TO_FOUR_WEEKS,,0,false,true,EDUCBA,https://www.coursera.org/learn/cpanel-basics-configure-manage-optimize
Collaborative Software,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Version Control,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Integrated Development Environments,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Debugging,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Git (Version Control System),"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Application Deployment,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Cloud Development,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
GitHub,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Development Environment,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Application Development,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Code Review,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
File Management,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Software Development Tools,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Configuration Management,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Cloud Storage,"Replit Essentials: Collaborate, Create, and Code Smarter",COURSE,INTERMEDIATE,ONE_TO_THREE_MONTHS,4,1,false,true,Coursera,https://www.coursera.org/learn/replit-essentials-collaborate-create-and-code-smarter
Cloud Computing Architecture,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Cloud Services,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Generative AI,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Cloud Security,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Cloud Platforms,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Cybersecurity,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Cloud Hosting,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Cloud Engineering,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Network Protocols,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Cloud Computing,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Network Security,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Peripheral Devices,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Computer Hardware,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Windows Servers,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
System Configuration,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Artificial Intelligence,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Cyber Attacks,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
OSI Models,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Cloud Infrastructure,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Computer Programming,Information Technology (IT) and Cloud Fundamentals,SPECIALIZATION,BEGINNER,THREE_TO_SIX_MONTHS,4.652846421380192,10926,false,true,IBM,https://www.coursera.org/specializations/it-cloud-fundamentals
Responsible AI,Building AI Cloud Apps with Microsoft Azure,SPECIALIZATION,INTERMEDIATE,THREE_TO_SIX_MONTHS,4.448012232415902,654,false,true,Microsoft,https://www.coursera.org/specializations/building-ai-cloud-apps-microsoft-azure
Cloud Development,Building AI Cloud Apps with Microsoft Azure,SPECIALIZATION,INTERMEDIATE,THREE_TO_SIX_MONTHS,4.448012232415902,654,false,true,Microsoft,https://www.coursera.org/specializations/building-ai-cloud-apps-microsoft-azure
